Loyalty#,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,CancellationDate,Customer Lifetime Value,EnrollmentType,FullName,year,month,day
429471,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Rural,98879.0,Single,Nova,,2859.8,Standard,Shakita Decapua,2019,9,28
544619,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,51159.0,Married,Nova,5/25/2021,2860.11,Standard,Bobbie Briles,2020,9,25
829627,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Rural,51159.0,Married,Nova,,2860.11,Standard,Mindi Opalka,2017,10,13
417841,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Suburban,27907.0,Divorced,Nova,12/29/2018,2860.75,Standard,Paola Calnick,2018,4,29
392713,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Suburban,50332.0,Married,Nova,,2860.86,Standard,Lucas Woolsey,2021,8,29
213086,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Rural,90083.0,Married,Nova,,2861.72,Standard,Mario Demick,2017,10,18
735964,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Suburban,90083.0,Married,Nova,,2861.72,Standard,Lanette Rataj,2016,10,22
216596,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Suburban,74034.0,Divorced,Nova,,2862.18,2021 Promotion,Wendolyn Komatsu,2021,2,3
887328,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Urban,76356.0,Married,Nova,,2862.56,Standard,Nicolasa Donkin,2020,1,27
911585,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,76356.0,Married,Nova,,2862.56,Standard,Bobby Sultzer,2019,9,29
130331,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Suburban,64640.0,Divorced,Nova,,2862.73,Standard,Cammie Pangan,2019,12,1
708933,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,64640.0,Divorced,Nova,,2862.73,2021 Promotion,Selena Matern,2021,4,21
102877,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,College,Rural,0.0,Married,Nova,,2863.04,Standard,Delilah Berk,2017,7,2
546456,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Rural,0.0,Married,Nova,,2863.04,Standard,Steven Warshauer,2015,12,12
272148,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,41077.0,Married,Nova,,2863.05,Standard,Sherise Sandifer,2016,4,25
939992,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Rural,41077.0,Married,Nova,,2863.05,Standard,Latrice Paquin,2020,11,6
318291,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,36706.0,Married,Nova,8/12/2019,2863.31,Standard,Joya Crnich,2016,4,23
403052,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Rural,36706.0,Married,Nova,,2863.31,Standard,Shawanda Hylton,2021,5,24
349447,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Single,Nova,1/26/2019,2864.09,Standard,Cassy Meacham,2018,5,26
931247,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Suburban,91368.0,Divorced,Nova,10/16/2020,2864.54,Standard,Annabell Tabora,2016,8,16
466781,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,College,Suburban,0.0,Single,Nova,,2864.82,2021 Promotion,Rebbeca Glish,2021,2,24
700225,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Suburban,87428.0,Divorced,Nova,,2866.82,Standard,Lynda Mcevoy,2016,11,20
894608,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Suburban,91810.0,Married,Nova,,2867.21,Standard,Eleonor Dague,2019,3,26
140381,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Master,Urban,23376.0,Divorced,Nova,,2867.31,Standard,Theron Rifenburg,2015,7,1
262774,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Master,Suburban,23376.0,Divorced,Nova,,2867.31,Standard,Geri Harvard,2016,8,29
315736,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Master,Urban,23376.0,Divorced,Nova,,2867.31,Standard,Leila Kintner,2016,5,4
549064,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Master,Urban,23376.0,Divorced,Nova,,2867.31,Standard,Jan Brilhante,2016,11,4
608537,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Master,Urban,23376.0,Divorced,Nova,2/24/2019,2867.31,Standard,Epifania Marter,2021,6,24
808206,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Master,Urban,23376.0,Divorced,Nova,,2867.31,Standard,Shena Kailiponi,2019,7,1
813739,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Master,Suburban,23376.0,Divorced,Nova,,2867.31,Standard,Janene Ottaway,2021,12,9
939683,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,Master,Rural,23376.0,Divorced,Nova,,2867.31,Standard,Roselyn Maglioli,2015,7,26
188120,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Rural,40046.0,Divorced,Nova,,2868.6,Standard,Leigha Hartling,2016,11,20
117482,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Urban,21234.0,Married,Nova,,2869.74,2021 Promotion,Santana Tarbell,2021,2,12
897229,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Rural,21234.0,Married,Nova,,2869.74,Standard,Elida Bozeman,2020,7,7
889687,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,94178.0,Married,Nova,,2871.15,Standard,Noe Raque,2015,5,13
427976,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Rural,23803.0,Married,Nova,,2871.44,Standard,Suzanna Degraffenreid,2016,5,25
497756,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Suburban,57749.0,Single,Nova,,2872.05,Standard,Johnathan Nora,2021,11,25
916300,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Rural,57749.0,Single,Nova,,2872.05,Standard,Howard Vence,2018,1,12
294027,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Suburban,79681.0,Single,Nova,,2872.67,Standard,Lavern Gherman,2016,9,15
982543,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Rural,36844.0,Married,Nova,5/11/2019,2872.98,Standard,Reita Sumruld,2021,9,11
267739,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Suburban,44084.0,Married,Nova,,2874.07,Standard,Seth Charles,2019,11,27
535413,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Urban,44084.0,Married,Nova,,2874.07,Standard,Caroyln Laney,2021,1,26
629706,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Urban,33462.0,Married,Nova,,2874.09,Standard,Selena Zampella,2018,7,13
132552,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Suburban,84768.0,Married,Nova,,2875.43,Standard,Jen Bartl,2020,11,10
336770,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,84768.0,Married,Nova,,2875.43,Standard,Valery Kitagawa,2021,7,19
159486,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0.0,Single,Nova,2/24/2021,2876.78,Standard,Yuk Rothermich,2016,11,12
576345,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Rural,40171.0,Divorced,Nova,,2876.82,Standard,Deeanna Northway,2017,12,6
561570,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,32807.0,Married,Nova,,2877.35,Standard,Jamey Stubbert,2015,7,3
573290,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,32807.0,Married,Nova,,2877.35,2021 Promotion,Jose Baltzell,2021,4,4
497891,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,38870.0,Divorced,Nova,,2877.81,Standard,Graham Franke,2018,9,6
755374,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Rural,79189.0,Married,Nova,,2878.77,Standard,Gloria Bobek,2018,2,17
321762,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,College,Urban,0.0,Single,Nova,,2878.85,Standard,Ramona Shangraw,2016,7,28
612955,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,42247.0,Divorced,Nova,,2879.51,Standard,Estefana Sherril,2018,3,5
260464,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Urban,40525.0,Married,Nova,,2879.63,Standard,Rena Joganic,2016,10,12
963595,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,40525.0,Married,Nova,,2879.63,Standard,Angel Kluz,2020,4,26
193150,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Suburban,81565.0,Married,Nova,,2880.35,Standard,Lorna Northup,2019,7,17
369416,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,81565.0,Married,Nova,,2880.35,Standard,Alyson Longabaugh,2020,7,19
888506,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,37741.0,Single,Nova,,2883.17,Standard,Margaretta Hiltbrand,2016,8,2
410790,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Urban,63438.0,Married,Nova,,2884.64,Standard,Clotilde Honnold,2017,11,8
865401,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Rural,77748.0,Married,Nova,,2885.0,Standard,Edwin Oliverson,2015,11,30
894099,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Rural,77748.0,Married,Nova,,2885.0,Standard,Bobbie Farina,2020,11,9
797158,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,62579.0,Married,Nova,,2885.33,Standard,Yesenia Donegan,2016,12,10
918272,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Urban,92722.0,Married,Nova,,2885.41,Standard,Eloise Scholtes,2018,1,20
297684,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,35654.0,Married,Nova,,2885.74,2021 Promotion,Lisa Krylo,2021,3,18
687186,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Urban,35654.0,Married,Nova,,2885.74,Standard,Antonina Gilespie,2020,5,12
458614,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,52972.0,Single,Nova,,2886.23,Standard,Estell Harlow,2018,7,24
231013,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Master,Urban,10312.0,Married,Nova,,2886.45,Standard,Jake Maddox,2018,10,27
277884,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Master,Suburban,10312.0,Married,Nova,,2886.45,Standard,Doreen Velazquez,2021,6,15
452873,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Master,Rural,10312.0,Married,Nova,,2886.45,Standard,Emely Goepfert,2018,8,19
465741,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Master,Rural,10312.0,Married,Nova,,2886.45,Standard,Roselyn Mayol,2019,11,25
515860,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Master,Rural,10312.0,Married,Nova,,2886.45,Standard,Stuart Foote,2015,9,15
777549,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Master,Urban,10312.0,Married,Nova,,2886.45,Standard,Alva Waiss,2016,1,9
916358,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Master,Suburban,10312.0,Married,Nova,,2886.45,Standard,Gertrude Saucer,2020,8,9
100102,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,College,Urban,0.0,Single,Nova,,2887.74,Standard,Rigoberto Palacio,2016,3,9
977693,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,College,Rural,0.0,Single,Nova,,2887.74,2021 Promotion,Randal Duprat,2021,2,3
675516,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,62018.0,Married,Nova,,2887.78,Standard,Dustin Girone,2018,6,1
751823,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Urban,62018.0,Married,Nova,,2887.78,Standard,Theron Pries,2015,12,11
194065,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,Bachelor,Urban,65412.0,Married,Nova,,2888.85,2021 Promotion,Hester Brudner,2021,2,14
375683,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Urban,72075.0,Married,Nova,,2889.09,Standard,Charleen Mcaloon,2019,12,15
631406,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,51906.0,Married,Nova,,2890.34,Standard,Zola Sade,2020,6,14
864161,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Urban,51906.0,Married,Nova,,2890.34,Standard,Cathryn Schirrmacher,2015,8,8
976423,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,80590.0,Married,Nova,11/28/2021,2891.27,Standard,Shelia Luedi,2019,6,20
959280,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,21979.0,Married,Nova,,2891.72,Standard,Na Eiden,2019,9,4
531619,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,56761.0,Married,Nova,,2891.73,Standard,Thalia Hameister,2018,8,18
728563,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Rural,56761.0,Married,Nova,,2891.73,Standard,Martha Mehner,2020,11,2
552016,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Bachelor,Urban,30406.0,Married,Nova,,2893.31,Standard,Melodee Belshaw,2020,3,13
982296,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Urban,61809.0,Married,Nova,,2893.81,Standard,Boyce Tourtellotte,2015,5,12
113874,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0.0,Single,Nova,,2894.24,2021 Promotion,Jacquelyne Miskiewicz,2021,2,9
562404,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,College,Suburban,0.0,Single,Nova,,2894.24,Standard,Taisha Bilous,2018,5,7
135841,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,28204.0,Married,Nova,,2894.58,Standard,Mario Aun,2021,12,21
926611,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Suburban,28204.0,Married,Nova,,2894.58,Standard,Johna Everett,2017,9,27
426958,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,72014.0,Married,Nova,,2895.21,Standard,Cassondra Herrington,2016,8,4
442479,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,female,Bachelor,Rural,33746.0,Divorced,Nova,,2896.92,Standard,Willena Kauder,2017,9,7
870687,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Bachelor,Suburban,75041.0,Single,Nova,,2897.28,Standard,Gale Pinnt,2018,5,13
569347,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,54337.0,Married,Nova,,2897.62,Standard,Tandy Bachas,2017,10,24
831860,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Urban,54337.0,Married,Nova,,2897.62,Standard,Harriette Mingle,2017,5,29
857235,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Suburban,0.0,Single,Nova,,2897.78,Standard,Phyllis Ramotar,2015,11,1
465729,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,College,Urban,0.0,Single,Nova,,2898.73,Standard,Otis Petrecca,2019,2,17
240963,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Rural,33738.0,Divorced,Nova,,2899.32,2021 Promotion,Kenia Alexnder,2021,4,12
336831,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Urban,65247.0,Married,Nova,,2899.7,Standard,Buena Colpa,2021,9,8
942083,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,65247.0,Married,Nova,,2899.7,Standard,Demetra Wormwood,2021,12,28
851549,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Urban,66524.0,Married,Nova,,2899.92,Standard,Ciara Manweiler,2017,10,22
333207,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,96137.0,Married,Nova,,2902.15,Standard,Elin Cendejas,2020,9,7
677560,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Rural,96137.0,Married,Nova,,2902.15,Standard,Carmelita Loraine,2018,6,22
757420,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,Bachelor,Urban,23893.0,Married,Nova,,2902.62,Standard,Son Plagmann,2017,10,26
344768,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,36845.0,Married,Nova,9/10/2017,2903.02,Standard,Ellyn Wearly,2017,1,10
347634,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Rural,20510.0,Married,Nova,,2903.24,Standard,Kent Breshears,2018,5,8
421752,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,College,Urban,0.0,Married,Nova,,2903.75,Standard,Zenia Trumbull,2021,11,18
663416,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Married,Nova,,2903.75,Standard,Johnetta Pia,2016,3,3
221813,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Suburban,72211.0,Married,Nova,,2906.3,2021 Promotion,Berta Baetz,2021,3,1
747187,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,72211.0,Married,Nova,,2906.3,Standard,Stevie Crase,2019,12,5
283980,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Rural,24049.0,Married,Nova,,2907.36,Standard,Jani Bringman,2018,2,21
487212,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Suburban,24049.0,Married,Nova,10/2/2021,2907.36,Standard,Edgardo Raisor,2018,7,17
288612,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Urban,52216.0,Married,Nova,2/12/2019,2907.44,Standard,Brooks Krigbaum,2021,6,12
921746,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Suburban,51020.0,Divorced,Nova,2/18/2020,2907.9,2021 Promotion,Clement Marhefka,2021,3,8
638085,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Urban,74212.0,Married,Nova,,2908.02,Standard,Christinia Bleich,2021,12,22
835440,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,35895.0,Married,Nova,4/17/2021,2908.88,Standard,Randy Kleffman,2019,4,30
700207,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,88944.0,Single,Nova,,2909.55,Standard,Kallie Goynes,2018,10,31
747668,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Suburban,88944.0,Single,Nova,,2909.55,Standard,Mimi Spurrier,2019,7,16
203607,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,High School or Below,Suburban,12048.0,Married,Nova,,2910.32,Standard,Thi Beaubrun,2021,1,9
260245,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,High School or Below,Urban,12048.0,Married,Nova,,2910.32,Standard,Mitzie Beseau,2017,7,2
417904,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Urban,0.0,Single,Nova,,2912.24,Standard,Jonas Digangi,2020,1,7
973059,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,College,Suburban,0.0,Single,Nova,,2912.24,Standard,Dorris Sandez,2021,6,28
459563,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,93403.0,Divorced,Nova,,2912.25,Standard,Zandra Noftsier,2019,9,29
332289,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,65436.0,Married,Nova,,2912.6,Standard,Elin Prinkleton,2019,8,7
400313,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Rural,65436.0,Married,Nova,,2912.6,Standard,Millie Nasser,2018,5,7
373886,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,Bachelor,Rural,81097.0,Divorced,Nova,,2912.89,Standard,Leann Cracas,2019,7,31
490387,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Rural,81097.0,Divorced,Nova,3/2/2019,2912.89,Standard,Lloyd Baison,2018,7,2
409908,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,68899.0,Single,Nova,,2912.91,Standard,Odelia Grossberg,2017,8,31
210647,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Doctor,Urban,20075.0,Divorced,Nova,,2913.32,Standard,Tamar Kulseth,2017,8,23
904602,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Doctor,Urban,20075.0,Divorced,Nova,,2913.32,Standard,Maurita Mater,2018,10,7
346704,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Suburban,76638.0,Single,Nova,,2913.48,Standard,Felecia Gailey,2017,7,12
926867,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Urban,76638.0,Single,Nova,,2913.48,Standard,Merrill Giaimo,2021,7,29
485062,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,89672.0,Married,Nova,,2913.49,Standard,Addie Steitz,2020,4,13
635517,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,female,Doctor,Suburban,28523.0,Married,Nova,,2914.09,Standard,Albert Nikolic,2021,5,4
906780,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Urban,37803.0,Divorced,Nova,,2914.96,Standard,Delbert Neiswander,2017,10,13
715255,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,83218.0,Married,Nova,,2915.65,Standard,Carley Fujino,2020,12,8
948489,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Urban,85817.0,Married,Nova,,2916.38,Standard,Elmira Antill,2016,8,6
397272,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,85210.0,Divorced,Nova,,2916.42,Standard,Theo Turnbow,2021,11,8
478700,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,51622.0,Divorced,Nova,,2917.54,Standard,Lora Politano,2019,6,12
789052,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,51622.0,Divorced,Nova,,2917.54,Standard,Lachelle Banchero,2015,11,13
453887,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Suburban,80714.0,Married,Nova,,2918.58,Standard,Augustina Radsek,2017,3,26
991893,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,80714.0,Married,Nova,,2918.58,Standard,Peter Cunneen,2019,12,24
972648,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,41456.0,Married,Nova,,2919.71,2021 Promotion,Bettina Jeanes,2021,2,16
500058,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,62018.0,Married,Nova,,2921.49,Standard,Sonny Mastro,2015,11,30
940901,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Urban,0.0,Single,Nova,3/10/2019,2921.68,Standard,Vincenza Eyles,2018,7,10
960005,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Suburban,0.0,Single,Nova,,2921.68,Standard,Evangelina Lembcke,2016,5,3
267020,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,63499.0,Married,Nova,,2921.93,Standard,Marty Easdon,2020,5,15
283338,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,63499.0,Married,Nova,,2921.93,Standard,Kendra Salvas,2020,6,30
872234,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Urban,64459.0,Married,Nova,,2924.98,Standard,Danyell Kossen,2017,6,18
408500,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Rural,30752.0,Married,Nova,,2925.73,Standard,Stepanie Deakins,2018,7,14
762259,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,30752.0,Married,Nova,,2925.73,Standard,Kelley Rindler,2019,12,2
804930,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,23656.0,Single,Nova,,2926.52,Standard,Yetta Shabel,2015,10,24
877008,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,26242.0,Married,Nova,,2926.83,2021 Promotion,Tamar Creach,2021,4,10
913809,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,26242.0,Married,Nova,10/2/2017,2926.83,Standard,China Dibari,2017,2,2
445169,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,92381.0,Married,Nova,,2926.89,Standard,Arlie Emswiler,2015,10,30
795492,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Suburban,92381.0,Married,Nova,,2926.89,Standard,Markita Sack,2018,10,4
744567,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Urban,75685.0,Married,Nova,,2927.07,Standard,Natisha Dary,2019,7,18
651605,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Urban,76850.0,Married,Nova,,2927.22,Standard,Dorsey Schilke,2016,12,28
945379,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,51991.0,Married,Nova,10/27/2021,2927.73,Standard,Cecelia Comtois,2020,12,29
132209,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,male,Bachelor,Urban,63127.0,Married,Nova,,2928.12,Standard,Ginette Oconnell,2016,2,8
826113,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Rural,63127.0,Married,Nova,,2928.12,2021 Promotion,Mendy Shiplet,2021,3,16
682709,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Rural,98473.0,Married,Nova,,2929.92,Standard,Hassan Hearst,2017,1,30
662164,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Suburban,33663.0,Married,Nova,,2930.69,Standard,Mellisa Flasher,2015,8,23
189854,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,45768.0,Married,Nova,11/19/2021,2931.16,Standard,Bess Viniegra,2021,5,29
